gram	count
yue	140
ko	138
siah	138
chh	138
bay	137
bian	136
duo	135
point	134
shuang	134
ciao	134
oued	134
nahr	134
bolshoy	133
kha	133
douar	132
qaryat	132
zha	130
liao	130
goth	129
santa	129
arab	128
wen	128
yong	128
ming	127
thong	127
tao	127
kalatehye	126
kolodets	126
yin	126
hao	124
meng	124
ren	123
syd	123
mohammad	123
akra	123
olya	123
khirbat	122
shen	122
pha	122
ahmad	121
qaleh	121
nomer	121
wady	121
balka	119
quebrada	118
punta	118
jebel	118
cai	117
qalehye	116
xie	115
ostanovochnyy	115
bayt	115
hasan	115
hui	114
sao	114
rayon	113
pho	113
fen	112
b	111
dar	111
pai	110
cang	109
sng	109
peng	109
chai	109
shaykh	109
agios	109
ga	108
caserio	108
xang	107
jose	107
xue	106
xom	106
canada	106
sofla	105
nala	104
gan	104
pi	104
deng	104
kep	103
baba	102
pad	102
gol	101
kafr	101
cuo	101
ard	101
kang	100
kuh	100
dun	100
reka	99
kong	99
sam	99
dang	99
tng	98
ram	98
mmzdh	98
keb	97
guang	95
jr	95
deh	95
qia	95
byt	95
mian	94
mae	94
district	94
hsyn	92
zheng	92
rwdkhanh	91
jun	91
yun	91
gen	90
khrebet	90
sy	90
khel	89
cano	89
zhan	89
zuo	88
sungai	88
phra	88
gui	87
gl	87
bnd	87
kalay	87
dehe	87
bagh	87
pereval	87
samnaksong	87
seyyed	86
qiu	86
dxn	86
tph	85
nhr	85
chay	85
pong	85
bande	84
nw	84
rwdkhnh	84
razvaliny	83
ap	83
shao	83
muang	83
huo	83
allah	83
maria	82
imeni	82
nxy	82
cheshmeh	82
darahye	82
sri	82
bani	82
stancija	82
khlth	81
stantsiia	81
haji	81
tell	80
chu	80
bolshoye	80
zb	80
qalat	79
thon	79
khun	78
sun	78
khl	78
khwar	78
rang	78
monte	78
dahr	78
ribeirao	78
dou	78
bou	77
wai	77
bw	77
jbl	76
ostanovochnyi	76
bl	76
qry	76
fa	76
phon	76
tham	76
thxng	75
dxy	74
ngam	74
shuiku	73
sare	73
ostanovochnyj	73
pir	73
rwd	73
pak	73
chan	72
msjd	72
shur	72
isla	72
bn	72
shwr	72
klang	72
tange	72
bukhta	71
sovkhoza	71
sihhiyah	71
hn	71
pulau	71
gory	71
grande	71
kut	70
phum	70
qrh	70
w	70
dsht	70
ormos	70
doi	70
hayy	69
wahdah	69
chak	69
ru	69
creek	69
kampong	69
sanaksngkh	69
stanica	68
lun	68
xiong	68
hajj	68
kuohsiao	68
banna	68
hsn	67
syah	66
chao	66
dashte	66
bahia	66
heng	66
mandeh	66
koyu	66
abw	66
khu	65
poselok	65
qasr	65
hacienda	65
keaa	65
bolshoe	64
gr	64
syh	64
mount	64
estacion	64
matsayit	64
yama	64
gmina	64
malaya	63
shahid	63
rud	63
yn	63
ferma	63
abbas	63
pang	62
kala	62
sh	62
amphoe	62
khn	61
sawang	61
yai	61
tie	61
cape	61
kani	61
rancho	60
hajji	60
sfyd	60
dagi	60
karez	60
khi	59
kelay	59
canal	59
amamzadh	59
ziaratgahe	59
kolkhoz	59
stora	58
razyezd	58
ech	58
nao	58
uadi	58
oulad	58
qarah	58
phai	57
bon	57
qryt	57
nai	57
tuan	57
kili	57
byr	57
dr	57
myr	57
lam	57
rude	57
duan	56
sayyid	56
gai	56
sefid	56
jibal	55
bua	55
sfly	55
ol	55
fei	55
chal	55
raion	54
shet	54
nian	54
maloe	54
drae	54
dayr	54
djebel	54
kanal	54
ovre	54
dw	54
ra	54
mhlh	54
gawa	54
lake	54
shykh	53
qin	53
qalahye	53
phothi	52
kung	52
darrahe	52
masjid	52
hoseynabad	52
mrkz	52
nadi	52
aeroport	51
amir	51
rajon	51
mahallehye	51
kolodec	51
shahrake	51
hy	51
kamen	51
pla	51
novaya	51
qarat	51
dng	50
haw	50
darrehsi	50
darya	50
sovkhoz	50
guoxiao	50
bolshaja	50
rai	50
dagh	50
xng	50
said	50
dam	50
gua	49
krasnyy	49
pointe	49
shh	49
bny	49
jami	49
masyid	49
deresi	49
shhyd	49
withya	49
guosiao	49
malyy	49
bung	49
juan	48
hsi	48
kao	48
lat	48
bolagh	47
zrd	47
kud	47
gebel	47
laguna	47
emam	47
kale	47
commune	47
hang	47
malaja	47
chm	47
pyr	47
markaz	47
mhmwd	47
say	47
talle	47
dahane	47
bid	47
mueang	46
pei	46
sra	46
sala	46
khor	46
rat	46
cham	46
zard	46
nang	46
haj	45
ruo	45
prek	45
ezbet	45
kot	45
klath	45
srkh	45
cheikh	45
sorkh	45
railroad	45
swang	45
mar	45
geng	45
mosque	45
phi	45
corrego	45
charoen	45
pracha	45
bolshoj	44
ath	44
madrasat	44
khwn	44
zao	44
jazirat	44
pyyn	44
lshy	44
berezovka	44
chun	44
kotale	44
pao	44
byd	44
samakkhi	43
husayn	43
malaia	43
luang	43
pedro	43
foret	43
hsien	43
kaur	43
hmd	43
kai	43
bolshaia	43
horbat	43
aine	43
abe	43
saint	42
seh	42
mahmud	42
comuna	42
dasht	42
khuan	42
bab	42
port	42
agia	42
lad	42
ghundey	41
bolshoi	41
phak	41
chahar	41
kok	41
mang	41
hjy	41
khawr	41
sodra	41
rd	41
yen	41
zaliv	41
ghr	41
hlwng	41
aqa	41
tambon	41
bueng	41
store	40
kamar	40
kalan	40
shou	40
aziz	40
llh	40
hoseyn	40
kany	40
nordre	40
khvajeh	40
bolshiye	40
br	40
puerto	40
eki	40
nahal	40
xa	40
kal	40
sheykh	40
salih	40
gardanehye	39
tappeh	39
aq	39
khong	39
bs	39
bx	39
mulla	39
molla	39
south	39
prud	39
sari	39
meydane	39
tak	39
mazraat	38
reserve	38
henux	38
esh	38
pole	38
xiu	38
staraya	38
international	38
qala	38
bad	38
ziarat	38
jan	38
bg	38
beni	38
dhnh	38
vodokhranilishche	38
sierra	38
baghe	38
band	38
hanshir	38
dol	38
musa	38
kandi	37
daeng	37
qiang	37
howze	37
park	37
comune	37
pass	37
cho	37
albu	37
leng	37
qwl	37
khly	36
darrah	36
jue	36
khwajah	36
umar	36
naw	36
qiong	36
nuea	36
teng	36
nedre	36
dua	36
kordon	36
huyen	36
tsun	35
ahmd	35
adh	35
bor	35
koh	35
tanjung	35
aliabad	35
nawe	35
ilha	35
rxng	35
payyn	35
luk	35
kariz	35
rb	35
myn	35
sange	35
dash	35
phang	34
ziarate	34
khr	34
ml	34
lago	34
kuang	34
hnxngbaw	34
tabl	34
izba	34
gorad	34
fasliye	34
north	34
baie	34
rurale	34
darah	34
guba	34
bank	34
tepesi	34
kato	34
qole	34
lak	34
nie	34
witthaya	34
weng	34
shaib	34
zyrtgh	33
kwhi	33
waeng	33
kola	33
sila	33
lie	33
mustashfa	33
jam	33
thum	33
bb	33
loma	33
malyi	33
novyy	33
kampung	33
francisco	32
numero	32
kareze	32
phnum	32
khrbt	32
mr	32
tappehye	32
hwd	32
maloye	32
kawm	32
martin	32
lilla	32
rodnik	32
bar	32
tin	32
paso	32
novoe	32
aeropuerto	32
khiabane	32
zeleznicka	32
banda	32
log	32
alam	32
blg	32
antonio	32
sung	32
rode	31
xuan	31
nisis	31
santo	31
zong	31
rui	31
run	31
bet	31
diao	31
hasanabad	31
mintaqat	31
kl	31
karim	31
ozera	31
khwr	31
ceriy	31
nok	31
deir	31
gorka	31
suan	31
rema	31
mwng	31
ibrahim	31
q	31
novaia	31
rechka	30
gharbi	30
krasnyi	30
zhuo	30
kho	30
mm	30
nasr	30
khyl	30
georgios	30
sbz	30
staroe	30
zar	30
masraf	30
tamu	30
otdelenie	30
post	30
mont	30
mali	30
malyj	30
peninsula	30
bozorg	30
phan	29
gul	29
ceng	29
brhym	29
ebrahim	29
gunung	29
samakhkhi	29
thray	29
ostra	29
sabz	29
sir	29
mahalleh	29
jiedao	29
shari	29
kuai	29
railway	29
beng	29
sheikh	29
tngy	29
surkh	29
tri	29
thrrm	29
khallat	29
qeshlaq	29
limon	29
lom	29
khar	29
yar	29
bolshie	29
abdollah	29
letnik	29
abbasabad	29
maja	28
gun	28
cr	28
saeng	28
national	28
yusuf	28
okrug	28
kheyl	28
gaz	28
sharqi	28
nui	28
ayios	28
qadamgahe	28
mandah	28
novaja	28
lwhd	28
kurgan	28
kamare	28
islands	28
jm	28
estero	28
tiao	28
mahattat	27
fsly	27
shhrkh	27
nongchang	27
zui	27
od	27
khalaf	27
basti	27
psht	27
reiyn	27
pshth	27
tn	27
dabestane	27
chenar	27
moni	27
khaw	27
vtoraya	27
jasim	27
qie	27
shaylahye	27
ca	27
bolaghi	27
bazar	27
abou	27
ponta	26
khum	26
cruz	26
zhe	26
sum	26
abrahym	26
sent	26
norra	26
pena	26
tangi	26
bun	26
khmr	26
sd	26
hamid	26
yaw	26
dgy	26
forest	26
ivanovka	26
hiy	26
poluostrov	26
jar	26
ulya	26
village	26
dhn	26
lum	26
shib	26
ny	26
dahanehye	26
tunnel	26
algad	26
gyo	26
nizhniy	26
khola	26
sopka	26
sap	26
co	26
rahman	26
agua	26
king	25
turat	25
buon	25
ql	25
nizhnyaya	25
zimovka	25
pian	25
kali	25
rasm	25
asagi	25
shahzadeh	25
east	25
kly	25
thanh	25
rah	25
sxng	25
khallet	25
mydan	25
poelau	25
yaylasi	25
nar	25
prey	25
shyr	25
pervaya	25
tho	25
montana	25
hr	25
liman	25
qareh	25
ano	25
mazar	25
mydn	25
khai	25
sondre	25
kaf	25
bing	25
hwa	25
mta	25
mongkhon	25
vyselki	25
rid	25
khwang	24
pervyy	24
pun	24
meuxng	24
mek	24
suk	24
khe	24
ii	24
kh	24
r	24
estancia	24
air	24
krasnaya	24
phung	24
takheiyn	24
dak	24
rincon	24
kaoh	24
phou	24
swn	24
alto	24
stadt	24
union	24
zahr	24
mntq	24
sihhi	24
imam	24
school	24
xaphex	24
tkht	24
aradi	24
satu	24
sak	24
mala	24
khalil	24
khon	24
verkhniy	24
mal	24
khrb	24
reza	23
makha	23
suq	23
kinh	23
cu	23
daryaye	23
shr	23
mirza	23
joao	23
zhuan	23
bnh	23
verkhnyaya	23
khaneh	23
hospital	23
chashmahye	23
staroye	23
khwjh	23
nasir	23
bak	23
bahr	23
tay	23
krasnyj	23
sherkate	23
char	23
protoka	23
chy	23
porto	23
serra	23
amam	23
rach	23
mqbrh	23
va	23
igarape	23
beit	23
shelahye	23
khny	23
ng	23
chame	23
bashi	23
prypynachny	23
kar	23
gazi	23
sab	23
malye	23
kazim	23
siyah	23
kommun	23
sufla	23
bie	23
zbt	23
tal	23
ahmed	22
nizhnjaja	22
isa	22
shb	22
qalaat	22
chernaya	22
hajy	22
tji	22
mak	22
mata	22
khybn	22
linchang	22
tandjoeng	22
lil	22
ahmadabad	22
heydar	22
kfr	22
qara	22
thatu	22
qasem	22
cea	22
qabr	22
talat	22
yek	22
novoye	22
chiang	22
kmr	22
kaeo	22
grdnh	22
sloboda	22
county	22
soltan	22
daghi	22
swr	22
pl	22
hamad	22
qeshlaqe	22
tk	22
sharqiyah	22
binh	22
chhl	22
mohammadabad	22
houay	22
salim	22
karkhanehye	22
khrz	22
pay	22
tam	22
kea	21
zhr	21
kul	21
zyart	21
nea	21
shirin	21
ykh	21
bel	21
iz	21
stacija	21
khwaja	21
hawa	21
zyrt	21
kra	21
zaki	21
gdr	21
fazenda	21
sultan	21
qar	21
glh	21
zan	21
zahrat	21
olkhovka	21
chau	21
rahim	21
dva	21
staraja	21
surb	21
boeng	21
harbour	21
awlad	21
sankt	21
slm	21
kilometro	21
hj	21
kabud	21
vali	21
province	21
msrf	21
sore	21
phyabal	21
potamos	21
dom	21
hmak	21
chhr	21
morad	21
dag	21
khani	20
khutor	20
pervoye	20
manda	20
gw	20
khanah	20
mahmudabad	20
tkh	20
houei	20
pou	20
aw	20
oktyabrskiy	20
kwang	20
phatthana	20
abdul	20
nuevo	20
sm	20
koli	20
moussa	20
hela	20
vtoroy	20
sara	20
sltn	20
rock	20
gav	20
sombun	20
mokh	20
kla	20
yukari	20
kuochung	20
kalle	20
khyaban	20
mndh	20
ulitsa	20
qasim	20
maqbarehye	20
slh	20
central	20
ning	20
khoshk	20
khnh	20
nk	20
sulayman	20
fedorovka	20
nova	20
boca	20
esmail	20
kaniye	20
myza	20
bahnhof	20
wly	20
hesar	20
male	20
huan	20
kand	20
niao	20
bara	20
vista	20
mountain	20
otdeleniye	20
rin	20
aliabade	20
masrif	20
nahiyat	19
nabi	19
concepcion	19
banri	19
colonia	19
hadi	19
shy	19
malyye	19
omar	19
krasnaja	19
put	19
salman	19
hajjiabad	19
teluk	19
tum	19
ostre	19
jima	19
vestre	19
khyr	19
mogila	19
muoi	19
oktyabr	19
jngl	19
sry	19
nizhneye	19
sib	19
hoa	19
etang	19
rdy	19
shun	19
dhira	19
zai	19
velika	19
shamsabad	19
indienne	19
nimit	19
morro	19
hassi	19
qr	19
marina	19
chl	19
kamenka	19
zhangjia	19
makham	19
qur	19
blagh	19
number	19
qalah	19
jamal	19
thep	19
khiri	19
pervoe	19
wanaram	19
chateau	19
planina	19
ruisseau	19
shlh	19
samrong	19
kam	19
liujia	19
tok	19
sad	19
tepe	19
khoi	19
municipality	19
bulaq	19
departamento	19
godar	19
maydan	19
tar	19
west	18
sant	18
vasilyevka	18
shab	18
nizhnee	18
mun	18
hill	18
kohneh	18
khx	18
khm	18
bndr	18
nizhnij	18
sim	18
sirat	18
anjir	18
mountains	18
khashm	18
wnaram	18
poshteh	18
hom	18
verkhniye	18
cap	18
asundus	18
mrdh	18
tala	18
shakh	18
shahrestane	18
bamrung	18
sip	18
xun	18
mhdy	18
ouled	18
yahya	18
gly	18
naung	18
villa	18
karize	18
comte	18
pin	18
nikolskoye	18
chami	18
hmyd	18
selo	18
safa	18
mrd	18
anuban	18
jwy	18
gharbiyah	18
srok	18
zimovye	18
gwd	18
chom	18
lshrqy	18
canton	18
shir	18
kndy	18
tel	18
grd	18
shima	18
rujm	18
koshara	18
bustan	18
razezd	18
nizhnii	18
agha	18
santi	18
thai	18
ic	18
novyi	18
sawan	18
akbar	18
valle	18
harf	18
sumu	17
bolvare	17
nywjrsy	17
ostrova	17
khanh	17
ken	17
gz	17
shelahe	17
nwr	17
kui	17
tandjung	17
ishan	17
laem	17
bandar	17
seccion	17
saleh	17
dwl	17
janubi	17
karm	17
shar	17
bxn	17
gross	17
mntqh	17
pen	17
lea	17
k	17
madane	17
cabo	17
poshtehye	17
hoi	17
islote	17
klyuch	17
mayo	17
arrondissement	17
nad	17
baz	17
ubayd	17
ran	17
provincia	17
basha	17
sarab	17
saray	17
hundred	17
geziret	17
saki	17
kaew	17
dake	17
baia	17
condado	17
nawer	17
novoselki	17
opstina	17
otocic	17
zyartgah	17
nein	17
jadidah	17
goucun	17
stan	17
luka	17
lm	17
qshlaq	17
posht	17
arriba	17
skala	17
glacier	17
bayda	17
peski	17
goli	17
khae	17
tizi	17
za	17
pantano	17
sosnovka	17
abar	17
sal	17
adi	17
kowtale	17
ezers	17
dvor	17
thap	17
posjolok	17
qshlq	17
rig	17
novye	17
novyj	17
verkhneye	17
saphan	16
hawsh	16
qazi	16
fazl	16
mzr	16
arid	16
krasnaia	16
khmyny	16
amyr	16
sima	16
karimabad	16
siri	16
gara	16
heping	16
chehel	16
slymn	16
muong	16
theph	16
camp	16
toro	16
hawr	16
srh	16
vtoroe	16
step	16
grand	16
roca	16
tawi	16
taoyuan	16
gar	16
myan	16
ovrag	16
lenina	16
samran	16
ala	16
soleyman	16
klein	16
polyana	16
godare	16
nab	16
kabir	16
salah	16
salam	16
mansur	16
istgahe	16
khryz	16
ghawt	16
pushtahye	16
qa	16
sydy	16
qlae	16
one	16
ghulam	16
sadat	16
hana	16
png	16
tuol	16
uvala	16
karkhanh	16
komuna	16
aman	16
tirat	16
ejido	16
pico	16
base	16
buzi	16
khamis	16
razuezd	16
alshyt	16
malek	16
lshykh	16
garet	16
tey	16
swq	16
phathna	16
bil	16
mong	16
artsakhyan	16
kae	16
jabbanat	16
nabaa	16
nsr	16
pasgahe	16
mantaqehye	16
khdr	16
sarandi	16
canon	16
sadi	16
lay	16
kheurbet	16
jangale	16
nowe	16
cayi	16
dm	16
dab	16
gongshe	16
khaen	16
aissa	15
khang	15
qdmgh	15
gur	15
chin	15
soengai	15
khxn	15
abyad	15
nikolskoe	15
estate	15
casa	15
sud	15
toei	15
givat	15
uul	15
dast	15
ilot	15
khurd	15
shahr	15
ismail	15
niang	15
saghir	15
caleta	15
aldyn	15
mohammed	15
lijia	15
xincun	15
megye	15
kx	15
mahala	15
murad	15
marsa	15
yung	15
fndq	15
wali	15
khwai	15
koy	15
kk	15
rige	15
poselenie	15
ahmar	15
hamra	15
volcan	15
hydr	15
bilad	15
huryee	15
phet	15
witthayakhom	15
sre	15
jafar	15
krathing	15
bong	15
malik	15
ostriv	15
khla	15
mlkh	15
hotel	15
chhar	15
sukhaya	15
kaeng	15
sher	15
py	15
baw	15
tallat	15
thang	15
hya	15
pic	15
kxng	15
nikolaos	15
qol	15
nuan	15
luong	15
tx	15
perez	15
andres	15
shhrstan	15
bibi	15
oum	15
khwajh	15
rasdr	15
leon	15
haql	15
bk	15
lek	15
dg	15
spr	15
tachiao	15
chou	15
alwhdt	15
bash	15
kahriz	15
oros	15
fort	15
graret	15
road	15
dul	15
vasilevka	15
city	15
lung	15
hora	15
azatamartikneri	15
ibn	15
luan	15
zurich	15
chuka	15
bayan	15
qoli	15
dawwar	15
vtoroye	15
islet	15
bois	15
rueang	15
xaw	15
thetsaban	15
smburn	15
lar	15
wangjia	15
riacho	15
aba	15
kalateh	15
udom	15
zohvats	15
jeronimo	15
selskoe	15
blgy	14
takhian	14
kheyrabad	14
gongmu	14
brj	14
mdrs	14
banphothi	14
pum	14
khem	14
mandh	14
shkh	14
shyryn	14
qadim	14
nikolaevka	14
safed	14
kur	14
rod	14
shamali	14
whd	14
khlf	14
sahl	14
hoseynabade	14
potok	14
biao	14
swkhth	14
seco	14
karam	14
nisida	14
tres	14
sn	14
xnubal	14
zomet	14
pervomaiskii	14
cay	14
hazrate	14
ngo	14
khlt	14
garm	14
sakae	14
sih	14
ghadir	14
mlk	14
cheshma	14
diaz	14
qowle	14
cuka	14
tangai	14
ldyn	14
phong	14
tlmbh	14
sukhteh	14
krasnoe	14
china	14
ong	14
nkhl	14
chat	14
kalleh	14
cong	14
crique	14
pokrovka	14
qun	14
tr	14
nikolayevka	14
miskrada	14
dahaneh	14
range	14
witthayalai	14
odin	14
kreis	14
dy	14
thr	14
faqir	14
gwr	14
erkrord	14
nueng	14
chnar	14
tut	14
qsm	14
rongphayaban	14
bakhsh	14
tngl	14
tngh	14
lr	14
region	14
drbnd	14
zyarat	14
rt	14
adam	14
saqiyat	14
thom	14
obshtina	14
tolombehye	14
qimmat	14
rsm	14
chum	14
jfr	14
isola	14
casas	14
daping	14
yangjia	14
dbstn	14
kladbishche	14
svay	14
phru	14
nahre	14
zir	14
shelah	14
kwtl	14
lac	14
jamiyat	14
ghazi	14
mwsy	14
zyz	14
ksar	14
severnyy	14
phlu	14
fyrwz	14
gavan	13
spin	13
majid	13
hak	13
sauce	13
chashmehye	13
kodra	13
ket	13
mea	13
tyr	13
dolni	13
rhym	13
qadir	13
jbr	13
khidr	13
ahl	13
vosta	13
ruea	13
drkht	13
aslam	13
pradu	13
khsh	13
saxad	13
take	13
nawahye	13
shahi	13
qmt	13
vtorye	13
brazo	13
jn	13
gdar	13
shhzdh	13
kor	13
piedra	13
hway	13
ywsf	13
bng	13
sebastian	13
hawd	13
reg	13
saqiet	13
ezeras	13
zang	13
thanon	13
indre	13
yk	13
kliuch	13
bukit	13
tazeh	13
shatt	13
khlh	13
h	13
cristobal	13
shkhsth	13
mojtamee	13
jadid	13
tir	13
hil	13
zhizn	13
kolkhoza	13
phuoc	13
smyl	13
shhr	13
sela	13
chenjia	13
tawil	13
farm	13
obcina	13
mngkhl	13
nay	13
chumchon	13
sveti	13
wararam	13
hamdan	13
hogher	13
bz	13
dl	13
chon	13
fo	13
phitthayakhom	13
soedra	13
hi	13
new	13
shih	13
lw	13
hamzah	13
ana	13
tifang	13
jhal	13
gerd	13
kosa	13
castillo	13
rh	13
nove	13
novy	13
tulul	13
cienaga	13
hdrt	13
yaqub	13
division	13
rawdat	13
xx	13
ayia	13
zr	13
azad	13
chumchn	13
daste	13
rak	13
landay	13
tor	13
kefar	13
hisn	13
hwr	13
apeadero	13
rosa	13
nizhnie	13
ferry	13
mdn	13
vrachonisida	13
zelenyy	13
allh	13
hudag	13
khwsh	13
khbr	13
thao	13
paraiso	13
fdl	13
zyr	13
hassan	13
zarya	13
sing	13
general	13
lakh	13
zimove	13
gaw	13
municipal	12
panagia	12
amirabad	12
sanatiye	12
chik	12
psgh	12
hnam	12
bom	12
departement	12
gei	12
luek	12
blanco	12
shrqy	12
kuz	12
nhl	12
dhib	12
qararat	12
dwlt	12
jesus	12
faraj	12
khiao	12
kara	12
cahe	12
kluai	12
nahyt	12
buri	12
taiping	12
mahall	12
buy	12
bur	12
zaton	12
khway	12
cina	12
qezel	12
pervomayskiy	12
bnk	12
aguila	12
piedras	12
serrania	12
sowrb	12
deux	12
hazm	12
flores	12
hajiabad	12
hlak	12
gah	12
syr	12
viejo	12
ngu	12
college	12
mqt	12
gare	12
sangi	12
paterazmum	12
chshmae	12
ghare	12
thiy	12
thir	12
kotal	12
lmrkz	12
purisima	12
khshk	12
nak	12
adasi	12
khrym	12
rwdkhnae	12
mws	12
ssu	12
zuerich	12
fortin	12
shatib	12
staryy	12
minqar	12
harbor	12
yuanzi	12
kaftar	12
stara	12
shhrstn	12
ovtsetovarnaya	12
oblast	12
bwr	12
sfl	12
hsr	12
jwr	12
cakr	12
muiza	12
recif	12
ake	12
capa	12
helk	12
zawiyat	12
kungmu	12
heydarabad	12
qabilat	12
wn	12
wr	12
nd	12
ryg	12
pra	12
tea	12
dur	12
shhrk	12
bajio	12
ro	12
daqiao	12
perroi	12
berjozovka	12
miguel	12
sharif	12
mqinvari	12
khas	12
fth	12
banka	12
kap	12
kat	12
proliv	12
zohvatsneri	12
gran	12
zaimka	12
khrkhnh	12
rashid	12
vila	12
aleksandrovka	12
deraz	12
khari	12
mushash	12
kalate	12
myrz	12
jnwby	12
beloe	12
uyun	12
eastern	12
wolka	12
powiat	12
sau	12
gardan	12
kureh	12
khalid	12
khabrat	12
verkhnii	12
draa	12
museum	12
shrkt	12
khrm	12
khrh	12
shms	12
sungei	12
cayo	12
srednii	12
cove	12
nizhniye	12
emamzadehye	11
knd	11
pervyj	11
qollehye	11
qds	11
brm	11
qzl	11
brh	11
brd	11
drwysh	11
shaikh	11
maidan	11
klong	11
takhte	11
jry	11
haft	11
leninskiy	11
shmly	11
qatar	11
withyalay	11
dvadtsat	11
sop	11
vesle	11
azul	11
joy	11
alekseevka	11
fiume	11
khj	11
tako	11
besar	11
khatun	11
see	11
kunta	11
komsomolskiy	11
pravyi	11
qryh	11
burj	11
slobodka	11
swrrkh	11
pablo	11
daciao	11
puzi	11
bwm	11
shl	11
koudiat	11
id	11
assif	11
ihao	11
kn	11
krym	11
porog	11
bum	11
lhmr	11
funduq	11
nazar	11
tariq	11
wobu	11
darih	11
vicente	11
uchastok	11
chynh	11
kawa	11
pervaja	11
akbarabad	11
sor	11
asfal	11
khndy	11
kuchek	11
makhfar	11
nizhniaia	11
banbung	11
dacha	11
cau	11
baran	11
kutan	11
abbasi	11
yeoryios	11
hnxngphi	11
passe	11
kin	11
interchange	11
gomez	11
sahib	11
parke	11
veselyy	11
klh	11
phuong	11
ngiw	11
kolonia	11
rqm	11
bam	11
rudnya	11
mare	11
marj	11
vinh	11
saat	11
rist	11
rao	11
mdrst	11
club	11
mxn	11
thab	11
municipio	11
pasgah	11
badam	11
yongan	11
sangar	11
novo	11
stary	11
cen	11
sorkheh	11
wua	11
kua	11
qibli	11
bete	11
ytre	11
qiaotou	11
sfr	11
sfd	11
mui	11
qanate	11
qasemabad	11
voda	11
kesh	11
airfield	11
griva	11
hilal	11
dhw	11
mehdiabad	11
dhan	11
hanna	11
sueidao	11
shams	11
shami	11
channel	11
shin	11
stuorra	11
qsr	11
verkhnee	11
town	11
saen	11
lbw	11
nua	11
daba	11
px	11
krathum	11
rstm	11
mrah	11
rs	11
ghale	11
srb	11
loy	11
waw	11
oktiabrskii	11
loi	11
lon	11
belyy	11
khal	11
maha	11
kaj	11
kebir	11
khalifah	11
dowlatabad	11
bsh	11
ywn	11
ostersjon	11
neng	11
beida	11
seltso	11
dkhtr	11
dolgoe	11
sat	11
guelb	11
raml	11
nakha	11
fay	11
eslamabad	11
phrom	11
saeter	11
oktyabrskoye	11
hashim	11
abi	11
shubat	11
hazar	11
withyakhm	11
gch	11
dad	11
sredniy	11
namak	11
sayh	11
severnaya	11
art	11
trai	11
nerkin	10
nungchang	10
canthr	10
irq	10
machi	10
abdullah	10
suma	10
ozjora	10
pling	10
shaylah	10
kng	10
ensenada	10
aftab	10
pervyi	10
sadiq	10
chiy	10
prokhod	10
rawd	10
clara	10
banos	10
kanda	10
saheb	10
krang	10
thale	10
stoeng	10
kuo	10
kum	10
otok	10
bey	10
dada	10
abbud	10
khdyr	10
g	10
alan	10
urbaine	10
prue	10
brod	10
yay	10
tiaochiao	10
aghaj	10
nikhom	10
girdi	10
boekit	10
faydat	10
abajo	10
beg	10
sht	10
khwtl	10
rosario	10
